ID,Usuario,CUIL_Cliente,Fecha,Caso,Descripción,Estado,Prioridad,Tipo de Riesgo,Canal de Detección,Monto Sospechoso (ARS),Observaciones
592,analista2,25066855111,2023-05-01,CASO-00592,Ut labore cumque.,En revisión,Media,Transaccional,App Móvil,515188,At nulla a deserunt.
593,analista3,17950194751,2023-05-21,CASO-00593,Enim similique voluptates.,Finalizado,Baja,Acceso Ilegítimo,Banca Web,754326,Culpa optio quo ipsa.
594,analista3,6794867232,2023-06-02,CASO-00594,Nemo corrupti vitae accusantium.,En revisión,Media,Transaccional,Banca Web,1041550,Eum corrupti fugiat maiores.
595,analista1,6703573917,2023-06-23,CASO-00595,Neque cumque sequi quae.,Finalizado,Media,Dispositivo Nuevo,Banca Web,990020,Facere voluptate blanditiis.
596,analista1,43114150918,2023-06-26,CASO-00596,Repudiandae hic perferendis facere.,Finalizado,Media,Ingeniería Social,Correo Electrónico,876878,Provident earum harum modi.
597,analista1,12426888593,2023-06-18,CASO-00597,Omnis sed sint rerum praesentium.,Pendiente,Baja,Dispositivo Nuevo,Correo Electrónico,1184402,Culpa vero esse iure.
598,analista1,33386999790,2023-06-19,CASO-00598,Similique debitis ea.,En revisión,Alta,Dispositivo Nuevo,App Móvil,852469,A saepe reiciendis.
599,analista3,9567022408,2023-06-05,CASO-00599,Nostrum illo tempore laudantium distinctio veritatis.,Finalizado,Media,Ingeniería Social,App Móvil,794345,Magni fugit dolorem.
600,analista2,77011800049,2023-06-03,CASO-00600,Nobis non corrupti nostrum fugiat.,Pendiente,Media,Ingeniería Social,Correo Electrónico,452491,Eos rerum libero eum.
601,analista1,71556161997,2023-06-15,CASO-00601,Odio commodi voluptates nesciunt nihil similique.,Finalizado,Baja,Ingeniería Social,Web Corporativa,501582,Nisi voluptatem sunt unde.
602,analista3,68418014343,2023-06-13,CASO-00602,Ducimus neque dolore omnis repellendus delectus.,Finalizado,Alta,Ingeniería Social,Banca Web,384193,Voluptatum amet illo culpa.
603,analista2,91654364154,2023-06-28,CASO-00603,Quod voluptatum quaerat doloribus quae.,Finalizado,Media,Dispositivo Nuevo,Banca Web,400368,Officiis dolorem eos a.
604,analista2,52193501995,2023-06-03,CASO-00604,Aspernatur quaerat quos.,Pendiente,Baja,Transaccional,Banca Web,416351,Esse facere quidem ea.
605,analista3,74803500864,2023-06-04,CASO-00605,Eos odit vero blanditiis laudantium.,En revisión,Alta,Transaccional,Correo Electrónico,798280,Fugit dignissimos quasi.
606,analista3,1207576854,2023-06-26,CASO-00606,Iste qui autem enim tempore beatae.,En revisión,Baja,Dispositivo Nuevo,Web Corporativa,897192,Tempora facilis cum a a.
607,analista2,81349737950,2023-06-16,CASO-00607,Illo explicabo possimus.,Finalizado,Alta,Ingeniería Social,App Móvil,402294,Omnis temporibus ullam illo.
608,analista2,34361851659,2023-06-26,CASO-00608,Laborum maiores tempore in commodi.,En revisión,Alta,Acceso Ilegítimo,Banca Web,632173,Sint dolore dolore assumenda.
609,analista1,89807549703,2023-06-24,CASO-00609,Nihil eveniet dolorum dolorum necessitatibus voluptates.,Finalizado,Baja,Transaccional,Banca Web,69151,Dolore beatae aut quasi.
610,analista2,64848847252,2023-06-22,CASO-00610,Iure esse eligendi dolorem illo quos.,Pendiente,Alta,Acceso Ilegítimo,Web Corporativa,928033,Quae ipsam sequi.
611,analista1,18025961763,2023-06-20,CASO-00611,Ad sapiente odio officiis.,Pendiente,Baja,Ingeniería Social,Banca Web,360102,Quos soluta at ullam.
612,analista2,26395135810,2023-06-01,CASO-00612,Voluptate aperiam hic ex.,En revisión,Media,Dispositivo Nuevo,Correo Electrónico,664669,Labore natus atque labore.
613,analista1,12225362886,2023-06-22,CASO-00613,Nam aliquid delectus qui dignissimos amet.,Pendiente,Alta,Dispositivo Nuevo,Web Corporativa,1013149,Illo ipsa rerum.
614,analista1,11354581234,2023-06-10,CASO-00614,Quaerat delectus consequatur ducimus.,En revisión,Alta,Transaccional,Banca Web,1056388,Aspernatur veniam delectus.
615,analista3,71527900732,2023-06-01,CASO-00615,Cupiditate quam accusantium.,Finalizado,Baja,Ingeniería Social,Banca Web,795830,Numquam corrupti amet.
616,analista1,58950501258,2023-06-20,CASO-00616,Dicta dolorem suscipit.,En revisión,Alta,Dispositivo Nuevo,Correo Electrónico,1016402,Sed laborum debitis.
617,analista1,46577246748,2023-06-13,CASO-00617,Quod consectetur quae id quae.,En revisión,Baja,Dispositivo Nuevo,Correo Electrónico,629954,Corporis praesentium quas.
618,analista2,50781864354,2023-06-04,CASO-00618,Similique alias laboriosam accusamus maxime.,Finalizado,Alta,Ingeniería Social,Correo Electrónico,766842,Saepe quisquam modi itaque.
619,analista3,1632409570,2023-06-10,CASO-00619,Odio neque facere.,Pendiente,Alta,Ingeniería Social,Web Corporativa,80252,Quibusdam quod qui.
620,analista1,11587386933,2023-06-07,CASO-00620,Aut praesentium facilis consectetur corrupti quam.,Pendiente,Media,Acceso Ilegítimo,Banca Web,835980,Cumque optio eaque qui.
621,analista2,75934662941,2023-06-04,CASO-00621,Esse expedita dolorum.,Pendiente,Media,Acceso Ilegítimo,Correo Electrónico,594787,Harum ad aut.
622,analista3,67590391509,2023-06-04,CASO-00622,Fugit corrupti minus sequi.,Pendiente,Baja,Dispositivo Nuevo,App Móvil,456939,Commodi totam at voluptate.
623,analista3,47593375675,2023-06-10,CASO-00623,Sunt deleniti dolores voluptatem laboriosam porro.,Pendiente,Alta,Transaccional,App Móvil,297789,Earum ratione cumque.
624,analista3,31473019310,2023-06-03,CASO-00624,Laboriosam vero consectetur sunt voluptatum.,Finalizado,Baja,Dispositivo Nuevo,App Móvil,472498,Totam provident quas.
625,analista3,17880303329,2023-06-11,CASO-00625,Minus aperiam in non neque.,En revisión,Media,Ingeniería Social,Banca Web,980495,Autem non beatae veritatis.
626,analista3,26658240127,2023-06-08,CASO-00626,Perferendis similique sunt fugit.,Pendiente,Baja,Transaccional,App Móvil,481500,Quibusdam ab laborum id.
627,analista3,43930436816,2023-06-25,CASO-00627,Ipsum placeat ex alias aliquid asperiores.,En revisión,Baja,Acceso Ilegítimo,Correo Electrónico,1068849,Distinctio labore error et.
628,analista3,13082182120,2023-06-09,CASO-00628,Aut magnam maiores nihil quibusdam.,Pendiente,Media,Acceso Ilegítimo,App Móvil,106790,Voluptate ex mollitia.
629,analista1,5362716706,2023-06-17,CASO-00629,Enim facere est aliquid maiores.,Finalizado,Media,Acceso Ilegítimo,Web Corporativa,305990,Ullam porro incidunt numquam.
630,analista2,27850800743,2023-06-22,CASO-00630,Error vero voluptatem eaque at.,En revisión,Baja,Transaccional,App Móvil,747865,Qui cupiditate excepturi.
631,analista2,30216766081,2023-06-17,CASO-00631,Reprehenderit sed ipsum debitis minus quos.,Finalizado,Alta,Ingeniería Social,App Móvil,855888,Labore id commodi vel.
632,analista2,37583064007,2023-06-09,CASO-00632,Repellendus consequatur ratione illum.,Pendiente,Baja,Dispositivo Nuevo,Banca Web,1081229,At blanditiis esse et illo.
633,analista1,99918460252,2023-06-19,CASO-00633,Fugiat provident error voluptatem ducimus.,Finalizado,Baja,Dispositivo Nuevo,Correo Electrónico,985103,Qui consequatur praesentium.
634,analista1,89485957485,2023-06-07,CASO-00634,Doloremque beatae officia.,Pendiente,Alta,Acceso Ilegítimo,App Móvil,849763,Tempore corrupti nisi sit.
635,analista1,34693926302,2023-06-17,CASO-00635,Iste nam nulla occaecati totam.,Finalizado,Baja,Transaccional,Correo Electrónico,590913,Ab vitae distinctio.
636,analista2,34420990265,2023-06-09,CASO-00636,Eveniet molestiae praesentium recusandae.,Finalizado,Media,Dispositivo Nuevo,Web Corporativa,1059012,Quam libero quam qui.
637,analista1,86194874997,2023-06-05,CASO-00637,Soluta labore accusantium ex modi error natus.,En revisión,Alta,Dispositivo Nuevo,Banca Web,788737,Ipsam fugiat animi.
638,analista3,34050079028,2023-07-27,CASO-00638,Placeat sint sed autem magnam dicta.,En revisión,Baja,Dispositivo Nuevo,Web Corporativa,191303,Odit aperiam sequi molestiae.
639,analista1,92355962058,2023-07-05,CASO-00639,Eos odio saepe molestiae laboriosam.,En revisión,Media,Transaccional,Banca Web,942820,Iusto natus velit.
640,analista3,91079716818,2023-07-07,CASO-00640,Ipsum quia esse amet totam fugiat.,Pendiente,Baja,Ingeniería Social,Web Corporativa,828422,Harum laboriosam in.
641,analista2,14611397346,2023-07-22,CASO-00641,Aspernatur deleniti ullam modi.,Finalizado,Media,Acceso Ilegítimo,Correo Electrónico,205667,Unde a dolore.
642,analista3,48085989078,2023-07-06,CASO-00642,Necessitatibus et excepturi illum.,Finalizado,Alta,Ingeniería Social,Correo Electrónico,928104,Illum iusto quae sunt.
643,analista2,81772085713,2023-07-09,CASO-00643,Ducimus repudiandae iusto perspiciatis odit.,Finalizado,Media,Transaccional,App Móvil,997264,Veniam labore repellendus.
644,analista1,92464119615,2023-07-20,CASO-00644,Accusamus doloremque reprehenderit consequuntur.,Finalizado,Baja,Transaccional,App Móvil,242284,Porro modi nihil quia.
645,analista1,94213216837,2023-07-16,CASO-00645,Autem consequatur doloremque.,Pendiente,Alta,Dispositivo Nuevo,Web Corporativa,543626,Hic laudantium placeat unde.
646,analista3,78630230963,2023-07-24,CASO-00646,Totam enim eveniet.,Pendiente,Media,Acceso Ilegítimo,Web Corporativa,61775,Tenetur unde qui hic quam.
647,analista3,74432108441,2023-07-13,CASO-00647,Facilis quas illum qui deleniti.,Finalizado,Media,Transaccional,App Móvil,1146557,Quasi aut vitae ex molestias.
648,analista1,60920520269,2023-07-02,CASO-00648,Odit iure aspernatur impedit.,Pendiente,Baja,Transaccional,App Móvil,986966,Quis dolorum occaecati velit.
649,analista1,98708821157,2023-07-24,CASO-00649,Omnis aut minima amet.,En revisión,Baja,Ingeniería Social,Web Corporativa,1180576,Minus optio quo.
650,analista3,89945155578,2023-07-09,CASO-00650,Soluta non illo animi molestiae.,Finalizado,Alta,Transaccional,Banca Web,1182928,Sed cum ullam vitae.
651,analista2,95752689305,2023-07-22,CASO-00651,Molestias necessitatibus dignissimos blanditiis repellat soluta.,En revisión,Media,Transaccional,Correo Electrónico,165048,Ut labore alias eaque.
652,analista3,45026506465,2023-07-10,CASO-00652,Rerum quaerat animi ullam.,En revisión,Media,Transaccional,Web Corporativa,782512,Cumque nesciunt dicta eum.
653,analista2,9480538781,2023-07-05,CASO-00653,Expedita impedit perferendis eligendi.,Finalizado,Alta,Ingeniería Social,Banca Web,863618,Fugit neque eum.
654,analista1,48327705731,2023-07-15,CASO-00654,Sed quidem eveniet debitis numquam debitis.,Pendiente,Media,Ingeniería Social,App Móvil,1117149,Animi dicta laboriosam optio.
655,analista2,666051009,2023-07-07,CASO-00655,Tempora corrupti libero optio.,Pendiente,Media,Dispositivo Nuevo,Correo Electrónico,508163,Rerum optio repellat veniam.
656,analista1,78748276601,2023-07-09,CASO-00656,Consequuntur eaque ullam blanditiis mollitia.,En revisión,Media,Transaccional,Web Corporativa,1169432,Dolore in veniam consectetur.
657,analista2,4395270966,2023-07-23,CASO-00657,Neque ipsum voluptatem.,Pendiente,Media,Transaccional,Correo Electrónico,578455,Saepe expedita dicta.
658,analista1,94948552035,2023-07-15,CASO-00658,Culpa facilis consequatur repellendus omnis.,En revisión,Media,Ingeniería Social,Banca Web,99049,Earum numquam impedit.
659,analista1,63052749478,2023-07-26,CASO-00659,Eligendi hic fugiat blanditiis quae.,Pendiente,Baja,Dispositivo Nuevo,App Móvil,102957,Officiis dicta sed.
660,analista2,37969768595,2023-07-20,CASO-00660,Iste sunt id ullam et.,Finalizado,Media,Ingeniería Social,Banca Web,882160,Autem est iste ullam.
661,analista3,6039107556,2023-07-28,CASO-00661,Maiores quia aperiam cum.,Pendiente,Alta,Acceso Ilegítimo,Web Corporativa,594457,Neque eligendi quia vitae ad.
662,analista2,65344240738,2023-07-06,CASO-00662,Labore amet itaque beatae.,Finalizado,Alta,Transaccional,Banca Web,377457,Saepe nemo necessitatibus.
663,analista1,98589063351,2023-07-26,CASO-00663,Iusto repellat eveniet ex corporis.,Pendiente,Baja,Ingeniería Social,Web Corporativa,319281,Consectetur libero illo iste.
664,analista2,6772509503,2023-07-18,CASO-00664,Recusandae quibusdam dicta iusto.,Finalizado,Alta,Dispositivo Nuevo,Correo Electrónico,804656,Vel ab nisi architecto iusto.
665,analista2,22785569450,2023-07-16,CASO-00665,Suscipit odit dolor repellendus.,Finalizado,Alta,Transaccional,Correo Electrónico,762431,Amet quis quae aliquid.
666,analista1,67471728897,2023-07-14,CASO-00666,Id sint suscipit iusto.,Finalizado,Media,Transaccional,App Móvil,1080504,Sapiente quidem quas ratione.
667,analista3,96264961798,2023-07-15,CASO-00667,Explicabo illo minus doloribus quisquam labore.,Pendiente,Media,Dispositivo Nuevo,Banca Web,534661,Fugiat ducimus consectetur.
668,analista3,32936162275,2023-07-11,CASO-00668,Error ab unde accusantium atque tempore.,En revisión,Media,Dispositivo Nuevo,Banca Web,447340,Maxime cumque error.
669,analista1,62837925779,2023-07-12,CASO-00669,Fugit fugiat architecto nulla ullam.,Pendiente,Alta,Transaccional,App Móvil,170333,Non alias earum ab enim.
670,analista1,21644112489,2023-07-21,CASO-00670,Expedita eos sed eius omnis enim.,Pendiente,Alta,Ingeniería Social,App Móvil,260931,Dolor voluptatum omnis.
671,analista3,31012303765,2023-07-15,CASO-00671,Nobis eius facere aperiam vel.,Finalizado,Alta,Acceso Ilegítimo,Correo Electrónico,1142849,Cum quia ullam nulla quas.
672,analista2,32932908714,2023-07-18,CASO-00672,Quo odit id impedit veniam mollitia.,Pendiente,Baja,Transaccional,Banca Web,849270,Eos dolores ratione.
673,analista2,12149505234,2023-07-07,CASO-00673,Qui non dignissimos omnis ex cupiditate.,Pendiente,Baja,Transaccional,Banca Web,1161754,Excepturi iure totam natus.
674,analista1,89187159653,2023-07-10,CASO-00674,Inventore debitis nulla occaecati pariatur ex.,Finalizado,Media,Acceso Ilegítimo,App Móvil,1115639,Inventore quae consectetur.
675,analista1,99866619529,2023-07-06,CASO-00675,Ex dolor quis sunt illum quae.,Finalizado,Alta,Acceso Ilegítimo,Banca Web,244436,At id officiis vel.
676,analista2,67233080937,2023-07-02,CASO-00676,Est ducimus asperiores aliquam soluta reiciendis.,En revisión,Media,Acceso Ilegítimo,Web Corporativa,540983,Deleniti vel assumenda illum.
677,analista2,85271417392,2023-07-01,CASO-00677,Dolore dolores quam.,Finalizado,Media,Transaccional,Correo Electrónico,539168,Explicabo quis unde delectus.
678,analista1,31082593013,2023-07-08,CASO-00678,Consequuntur iure quasi debitis.,Finalizado,Baja,Transaccional,Banca Web,591954,Est laborum cumque incidunt.
679,analista2,99176286130,2023-07-08,CASO-00679,Sint mollitia numquam.,Pendiente,Media,Acceso Ilegítimo,Banca Web,349802,A corporis eum.
680,analista3,81514640497,2023-07-06,CASO-00680,Labore voluptatum harum.,Pendiente,Alta,Transaccional,Correo Electrónico,216703,Fuga ipsum dignissimos.
681,analista3,59987448720,2023-07-17,CASO-00681,Optio facere odio eligendi.,Finalizado,Media,Ingeniería Social,Correo Electrónico,979211,Magni nihil modi fugiat nisi.
682,analista1,23797493296,2023-07-10,CASO-00682,Autem illo maxime saepe excepturi.,Pendiente,Baja,Ingeniería Social,Web Corporativa,239713,Tempora quod odit fugiat.
683,analista2,43947248881,2023-07-22,CASO-00683,Atque dolorem aut inventore sapiente officia.,Finalizado,Media,Acceso Ilegítimo,Banca Web,206176,Nostrum laborum quos esse.
684,analista3,11840843469,2023-07-20,CASO-00684,Labore dolore ullam earum sint dolore.,Pendiente,Media,Ingeniería Social,Correo Electrónico,240112,Quam porro repellat.
685,analista3,97149163662,2023-07-04,CASO-00685,Dolorem quisquam nulla officia occaecati.,En revisión,Baja,Dispositivo Nuevo,Web Corporativa,99602,Odio eius earum officia.
686,analista2,45847023015,2023-07-28,CASO-00686,Tempora natus at eaque.,Finalizado,Alta,Transaccional,Web Corporativa,877992,Commodi minus ullam officiis.
687,analista3,9177589739,2023-07-05,CASO-00687,Mollitia ullam beatae inventore alias iure.,En revisión,Media,Acceso Ilegítimo,Banca Web,551353,Quia tempore culpa.
688,analista2,22255698073,2023-07-01,CASO-00688,Numquam fugiat doloribus recusandae perferendis laborum.,En revisión,Media,Acceso Ilegítimo,Banca Web,282112,Corrupti iste accusamus non.
689,analista3,1636099515,2023-07-21,CASO-00689,Architecto delectus minus eum rerum.,En revisión,Baja,Ingeniería Social,Correo Electrónico,615525,Animi temporibus nam itaque.
690,analista3,21032801727,2023-07-16,CASO-00690,Quidem molestiae asperiores quibusdam aliquid dolorem.,Pendiente,Baja,Transaccional,App Móvil,651127,Ea eum beatae vitae ad.
691,analista3,25116544006,2023-07-01,CASO-00691,Dignissimos veritatis placeat distinctio.,En revisión,Baja,Ingeniería Social,Correo Electrónico,959687,Ipsa temporibus deleniti.
692,analista2,11611735500,2023-08-09,CASO-00692,Quae deleniti laudantium excepturi earum modi.,Finalizado,Baja,Ingeniería Social,Correo Electrónico,733229,Ullam corporis facilis optio.
693,analista3,19967374267,2023-08-24,CASO-00693,Facilis cumque velit nam voluptas.,Pendiente,Media,Transaccional,App Móvil,1024131,Ipsum ad sed cumque possimus.
694,analista3,33682748562,2023-08-18,CASO-00694,Quasi voluptas velit adipisci.,Finalizado,Alta,Transaccional,Correo Electrónico,150181,Doloribus corporis quam.
695,analista1,64018068477,2023-08-24,CASO-00695,Id labore dicta eum.,En revisión,Media,Ingeniería Social,Correo Electrónico,597952,Aperiam soluta officia.
696,analista1,25090356669,2023-08-03,CASO-00696,Voluptates fuga minima voluptatem.,Pendiente,Baja,Ingeniería Social,Correo Electrónico,1192750,Dicta maiores sed.
697,analista1,12260973077,2023-08-02,CASO-00697,Rem repudiandae necessitatibus.,Pendiente,Alta,Transaccional,Banca Web,299122,Pariatur earum hic doloribus.
698,analista2,84707964782,2023-08-06,CASO-00698,Labore rem repellendus iusto sed expedita.,En revisión,Baja,Acceso Ilegítimo,Correo Electrónico,1017985,Eius ex laborum velit fugiat.
699,analista2,88333226779,2023-08-02,CASO-00699,Hic praesentium et natus cum.,En revisión,Media,Ingeniería Social,Web Corporativa,1064372,Sequi enim sit earum.
700,analista1,21817919923,2023-08-26,CASO-00700,Est accusamus fuga corrupti eius.,Finalizado,Baja,Ingeniería Social,Web Corporativa,664378,Sapiente tempora est magnam.
701,analista3,39268554523,2023-08-21,CASO-00701,Laudantium unde nihil odio at repellat.,Finalizado,Alta,Acceso Ilegítimo,Banca Web,100895,Voluptas nulla id alias quod.
702,analista2,2155227340,2023-08-19,CASO-00702,Ut maiores omnis.,Finalizado,Alta,Ingeniería Social,Web Corporativa,327048,Quo modi eveniet voluptatem.
703,analista1,48091419954,2023-08-15,CASO-00703,Similique ut repudiandae.,Finalizado,Media,Ingeniería Social,Web Corporativa,333681,Nisi eaque ducimus maxime ea.
704,analista2,67907014659,2023-08-28,CASO-00704,Sit esse fuga blanditiis at error.,Finalizado,Media,Dispositivo Nuevo,Web Corporativa,56700,Aperiam magnam maxime.
705,analista1,99166935343,2023-08-05,CASO-00705,Cumque eos adipisci.,En revisión,Alta,Acceso Ilegítimo,App Móvil,168606,Error quis possimus error.
706,analista3,54509211845,2023-08-06,CASO-00706,Quo cum ad.,Pendiente,Baja,Ingeniería Social,Correo Electrónico,357523,Quis est dignissimos.
707,analista2,11310993024,2023-08-13,CASO-00707,Occaecati enim nam voluptate.,Pendiente,Alta,Dispositivo Nuevo,Correo Electrónico,1127036,A alias numquam voluptate.
708,analista2,70090600444,2023-08-23,CASO-00708,Ullam sequi eius veniam non laboriosam.,En revisión,Media,Dispositivo Nuevo,Banca Web,663643,Omnis dicta ipsum sunt.
709,analista2,74738512568,2023-08-20,CASO-00709,Quaerat porro possimus consequuntur quia qui.,Pendiente,Baja,Ingeniería Social,Web Corporativa,133480,Sapiente minus libero.
710,analista1,24328642531,2023-08-05,CASO-00710,Ea nam fugit minus facere.,Pendiente,Alta,Dispositivo Nuevo,App Móvil,1025324,Alias voluptatum minima ad.
711,analista2,6338287991,2023-08-27,CASO-00711,Commodi repellendus iure.,En revisión,Media,Dispositivo Nuevo,App Móvil,281187,Ut iure unde praesentium.
712,analista2,76007052447,2023-08-21,CASO-00712,Animi odit dicta fuga magnam delectus.,En revisión,Media,Ingeniería Social,Banca Web,97057,Minima modi accusamus magnam.
713,analista2,35702889920,2023-08-07,CASO-00713,Error enim maxime labore et nesciunt.,En revisión,Baja,Transaccional,App Móvil,262777,Fuga tempora magni.
714,analista3,49459188694,2023-08-03,CASO-00714,Necessitatibus eaque ratione.,En revisión,Alta,Dispositivo Nuevo,App Móvil,229391,Adipisci fugiat occaecati.
715,analista1,22300913714,2023-08-09,CASO-00715,Delectus tenetur similique commodi quam.,Finalizado,Media,Dispositivo Nuevo,App Móvil,770663,Adipisci labore enim nulla.
716,analista3,39038060918,2023-08-03,CASO-00716,Earum eligendi ipsa ratione optio.,En revisión,Baja,Dispositivo Nuevo,Correo Electrónico,431160,A quis ducimus dolore in ut.
717,analista3,81422164765,2023-08-10,CASO-00717,Adipisci iste tempora molestiae.,Pendiente,Media,Dispositivo Nuevo,Banca Web,1097195,Fugit aliquid quo dolor.
718,analista3,96965863631,2023-08-01,CASO-00718,Quas modi autem delectus cum possimus.,Pendiente,Alta,Acceso Ilegítimo,App Móvil,161823,Iste asperiores esse debitis.
719,analista3,48972184877,2023-08-02,CASO-00719,Assumenda porro modi mollitia explicabo.,Pendiente,Alta,Ingeniería Social,Banca Web,1008942,Nesciunt reiciendis ducimus.
720,analista2,14584077313,2023-08-22,CASO-00720,Inventore eligendi esse.,En revisión,Alta,Transaccional,App Móvil,179179,Provident aperiam incidunt.
721,analista2,80428019371,2023-08-05,CASO-00721,Debitis iure voluptas error quos.,Finalizado,Alta,Transaccional,Banca Web,523662,Aut nobis aliquam delectus.
722,analista2,44718981001,2023-08-01,CASO-00722,Qui magnam exercitationem accusamus.,Finalizado,Alta,Dispositivo Nuevo,App Móvil,731284,Voluptatem ea rem iste.
723,analista3,22453255554,2023-08-07,CASO-00723,Saepe inventore vero.,En revisión,Alta,Ingeniería Social,Web Corporativa,79678,Ipsum saepe aliquid.
724,analista2,18746778715,2023-08-22,CASO-00724,Fugit distinctio praesentium tempora velit consectetur.,Pendiente,Baja,Ingeniería Social,App Móvil,825239,Nisi alias porro totam alias.
725,analista2,50922305384,2023-08-08,CASO-00725,Ratione esse odit dolorum.,Finalizado,Media,Dispositivo Nuevo,Correo Electrónico,406806,A debitis minus cumque.
726,analista2,63694532393,2023-08-04,CASO-00726,Ea nobis quod.,En revisión,Baja,Ingeniería Social,Correo Electrónico,408228,Et illum molestias.
727,analista2,98702419790,2023-08-13,CASO-00727,Nisi nihil veniam accusantium iure.,Finalizado,Media,Acceso Ilegítimo,App Móvil,103174,Quam neque repellendus.
728,analista1,85000224548,2023-08-20,CASO-00728,Saepe ea quos veniam amet.,Pendiente,Media,Transaccional,Correo Electrónico,426870,Cum vel distinctio.
729,analista1,82970051801,2023-08-12,CASO-00729,Vero quod distinctio corrupti aliquam.,En revisión,Media,Dispositivo Nuevo,Web Corporativa,168168,Distinctio nisi fugiat animi.
730,analista1,29954722189,2023-08-02,CASO-00730,Accusamus accusantium sequi fugit perspiciatis.,Pendiente,Media,Dispositivo Nuevo,Banca Web,1054773,Error neque natus at.
731,analista1,30016882631,2023-08-26,CASO-00731,Architecto quae quaerat impedit reprehenderit consectetur.,En revisión,Alta,Dispositivo Nuevo,Web Corporativa,774094,Numquam earum illo magnam.
732,analista3,34710620185,2023-08-10,CASO-00732,Inventore enim hic hic doloribus.,Finalizado,Baja,Acceso Ilegítimo,Correo Electrónico,1160767,Voluptatum velit culpa.
733,analista1,74972091552,2023-08-16,CASO-00733,Corrupti nemo distinctio inventore.,Finalizado,Baja,Acceso Ilegítimo,Banca Web,1191883,Distinctio illum repellat.
734,analista1,14999381776,2023-08-04,CASO-00734,Asperiores consectetur pariatur quibusdam similique.,En revisión,Alta,Transaccional,App Móvil,168039,Autem sed facere id.
735,analista2,18310087903,2023-08-03,CASO-00735,Explicabo ipsa illo deserunt doloribus odio.,En revisión,Baja,Ingeniería Social,Web Corporativa,1035290,Minima modi non quaerat.
736,analista3,76657962727,2023-08-05,CASO-00736,Amet placeat dignissimos veritatis ea.,Pendiente,Alta,Acceso Ilegítimo,Banca Web,957861,Ipsa libero cumque iste.
737,analista1,80117578465,2023-08-08,CASO-00737,Omnis soluta vero.,Finalizado,Baja,Transaccional,Banca Web,553607,Labore sequi molestiae.
738,analista2,9580200954,2023-08-23,CASO-00738,Aliquam ipsa labore et saepe error.,Pendiente,Alta,Dispositivo Nuevo,Banca Web,599904,Ea enim rem quas perferendis.
739,analista1,15241836023,2023-08-26,CASO-00739,Nostrum maxime tempora veniam ipsum veritatis.,En revisión,Media,Transaccional,Web Corporativa,1197866,Eum eveniet rem iste.
740,analista1,26500718309,2023-08-14,CASO-00740,Facilis in vitae libero quo tempore.,En revisión,Alta,Acceso Ilegítimo,Web Corporativa,1064596,Corporis autem voluptatibus.
741,analista2,83687360233,2023-08-16,CASO-00741,Debitis dolor inventore modi nam.,En revisión,Alta,Acceso Ilegítimo,Correo Electrónico,767560,Aliquid eos aliquam.
742,analista1,26956392183,2023-08-18,CASO-00742,Eveniet alias ipsam nesciunt ex aperiam.,En revisión,Alta,Dispositivo Nuevo,Banca Web,619285,Vel similique necessitatibus.
743,analista1,32893153943,2023-08-27,CASO-00743,Aliquam exercitationem aliquid sit architecto.,Pendiente,Media,Transaccional,Correo Electrónico,420535,Tenetur hic id alias.
744,analista3,27136864876,2023-08-08,CASO-00744,Aliquid accusamus officia officiis tempore totam.,En revisión,Media,Ingeniería Social,Web Corporativa,123279,Labore quia iure quia amet.
745,analista1,67715366177,2023-08-08,CASO-00745,Neque beatae nihil placeat optio.,Pendiente,Media,Ingeniería Social,Correo Electrónico,948770,Occaecati beatae ab.
746,analista1,30693435264,2023-08-25,CASO-00746,Facilis nisi earum quam.,En revisión,Baja,Dispositivo Nuevo,App Móvil,605626,Cum quo explicabo.
747,analista1,57031088619,2023-08-08,CASO-00747,Sunt fugiat voluptate fuga.,Pendiente,Media,Acceso Ilegítimo,Web Corporativa,267621,Sed rerum nemo enim facilis.
748,analista2,98539091118,2023-08-16,CASO-00748,Inventore tempora sapiente similique porro.,En revisión,Media,Acceso Ilegítimo,Correo Electrónico,689577,Laborum autem ea eum cum.
749,analista3,15387066917,2023-08-18,CASO-00749,Inventore magnam repudiandae expedita error.,Finalizado,Media,Transaccional,Banca Web,497428,Atque soluta sequi id.
750,analista2,96428108670,2023-08-27,CASO-00750,Eos non quaerat eveniet.,Finalizado,Baja,Dispositivo Nuevo,Correo Electrónico,1154886,Commodi est eius impedit.
751,analista1,34041481480,2023-08-07,CASO-00751,Expedita quis quam tenetur.,Pendiente,Media,Acceso Ilegítimo,Correo Electrónico,727728,Quia odio tenetur iure.
752,analista3,50398639477,2023-08-21,CASO-00752,Eligendi impedit qui.,En revisión,Alta,Transaccional,Web Corporativa,405922,Soluta quibusdam odio.
753,analista3,88364380746,2023-08-17,CASO-00753,Recusandae ducimus eaque perspiciatis non.,Finalizado,Baja,Acceso Ilegítimo,Banca Web,724011,Reprehenderit culpa in.
754,analista3,42810226302,2023-08-11,CASO-00754,Quis porro dicta nesciunt provident.,En revisión,Media,Acceso Ilegítimo,Web Corporativa,963025,Enim praesentium eaque.
755,analista2,26216370681,2023-08-09,CASO-00755,Et voluptatum praesentium.,Pendiente,Baja,Ingeniería Social,Banca Web,1181086,Rem quod reprehenderit.
